,Title,Authors,Published,Link
217,SPACE FOR COPD delivered as a maintenance programme on Pulmonary Rehabilitation discharge: protocol of a randomised controlled trial evaluating the long-term effects on exercise tolerance and mental well-being,"Khaled A Alqahtani, Charlotte Gerlis, Claire M. Nolan, Nikki Gardiner, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ala-szczepura"" rel=""Person""><span>Ala Szczepura</span></a>, William Man, Sally Singh, Linzy Houchen-Wolloff",2022-04-25,https://pureportal.coventry.ac.uk/en/publications/space-for-copd-delivered-as-a-maintenance-programme-on-pulmonary-
218,Spatial-Attention and Demographic-Augmented Generative Adversarial Imputation Network for Population Health Data Reconstruction,"Yujie Feng, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang"" rel=""Person""><span>Jiangtao Wang</span></a>, Yasha Wang, Xu Chu",2022-12-08,https://pureportal.coventry.ac.uk/en/publications/spatial-attention-and-demographic-augmented-generative-adversaria
219,Statistical Analysis of the Consistency of HRV Analysis Using BCG or Pulse Wave Signals,"Huiying Cui, Zhongyi Wang, Bin Yu, Fangfang Jiang, Ning Geng, Yongchun Li, Lisheng Xu, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Biyong Zhang, Peilin Lu, Stephen E. Greenwald",2022-03-21,https://pureportal.coventry.ac.uk/en/publications/statistical-analysis-of-the-consistency-of-hrv-analysis-using-bcg
220,"Survivor, family and professional experiences of psychosocial interventions for sexual abuse and violence: a qualitative evidence synthesis","Sarah Brown, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/grace-carter"" rel=""Person""><span>Grace Carter</span></a>, Gemma Halliwell, Katherine Brown, Rachel Caswell, Emma Howarth, Gene Feder, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty"" rel=""Person""><span>Lorna O'Doherty</span></a>",2022-10-04,https://pureportal.coventry.ac.uk/en/publications/survivor-family-and-professional-experiences-of-psychosocial-inte-2
221,"Systematic Review of Physical Activity, Sedentary Behaviour and Sleep Among Adults Living with Chronic Respiratory Disease in Low- and Middle-Income Countries.","Akila R Jayamaha, Amy V Jones, Winceslaus Katagira, Bhushan Girase, Zainab K Yusuf, Ilaria Pina, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/laura-wilde"" rel=""Person""><span>Laura Joanne Wilde</span></a>, Azamat Akylbekov, Pip Divall, Sally J. Singh, Mark Orme",2022-04-18,https://pureportal.coventry.ac.uk/en/publications/systematic-review-of-physical-activity-sedentary-behaviour-and-sl
222,The Acute Effects of Cognitively Demanding Physical Activity on Inhibitory and Affective Responses in Children: An Online-Based Mixed Methods Approach,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ricardo-martins"" rel=""Person""><span>Ricardo M. G. Martins</span></a>, Emiliano Mazzoli, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/michael-duncan"" rel=""Person""><span>Michael J. Duncan</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/emma-eyre"" rel=""Person""><span>Emma L. J. Eyre</span></a>",2022-12-02,https://pureportal.coventry.ac.uk/en/publications/the-acute-effects-of-cognitively-demanding-physical-activity-on-i
223,"The association between dietary inflammatory index, muscle strength, muscle endurance, and body composition in Iranian adults","Hossein Shahinfar, Mahshid Shahavandi, Aliyu Jibril Tijani, Alireza Jafari, Samira Davarzani, Kurosh Djafarian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Sakineh Shab-Bidar",2022-03-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-inflammatory-index-muscle-strengt
224,The association between dietary total antioxidant capacity with risk of rheumatoid arthritis in adults: A case–control study,"Arezoo Moradi, Shokufeh Nezamoleslami, Saeed nezamoleslami, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Mohammad Hassan Sohouli, Reza Ghiasvand",2022-10-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-total-antioxidant-capacity-with-r
225,The Association between Healthy Beverage Index and Healthy and Unhealthy Obesity Phenotypes among Obese Women: A Cross-Sectional Study,"Niloufar Rasaei, Dorsa Hosseininasab, Farideh Shiraseb, Fatemeh Gholami, Sahar Noori, Rasool Ghaffarian-Ensaf, Elnaz Daneshzad, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Khadijeh Mirzaei",2022-12-29,https://pureportal.coventry.ac.uk/en/publications/the-association-between-healthy-beverage-index-and-healthy-and-un
226,The association between Healthy Beverage Index and psychological disorders among overweight and obese women: a cross-sectional study,"Niloufar Rasaei, Rasool Ghaffarian-Ensaf, Farideh Shiraseb, Faezeh Abaj, Fatemeh Gholami, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Khadijeh Mirzaei",2022-12-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-healthy-beverage-index-and-psychological-
227,The association between lunch composition and obesity in Iranian adults,"Zahra Akbarzade, Kurosh Djafarian, Nasim Saeidifard, Shabnam Aliakbari Majd, Nazila Garousi, Fatemeh Samadi, Hanieh Jebraeili, Maryam Chamari, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Sakineh Shab-Bidar",2022-05-28,https://pureportal.coventry.ac.uk/en/publications/the-association-between-lunch-composition-and-obesity-in-iranian-
228,The association between modified Nordic diet with sleep quality and circadian rhythm in overweight and obese woman: a cross-sectional study,"Seyed Ahmad Mousavi, Atieh Mirzababaei, Farideh Shiraseb, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Khadijeh Mirzaei",2022-06-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-modified-nordic-diet-with-sleep-quality-a
229,The association between recommended and non-recommended food scores on cardiovascular risk factors in obese and overweight adult women: a cross-sectional study,"Maryam Sabbari, Atieh Mirzababaei, Farideh Shiraseb, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Khadijeh Mirzaei",2022-12-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-recommended-and-non-recommended-food-scor
230,The association between the Healthy Eating Index (HEI-2015) score and body composition among Iranian soccer players and referees: a cross-sectional study,"Mohammad Beba, Tohid Seif-Barghi, Sakineh Shab-Bidar, Habib Yarizadeh, Aliyu Jibril Tijani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Kurosh Djafarian",2022-07-11,https://pureportal.coventry.ac.uk/en/publications/the-association-between-the-healthy-eating-index-hei-2015-score-a
231,The association between urinary metabolites of polycyclic aromatic hydrocarbons (PAHs) and cardiovascular diseases and blood pressure: a systematic review and meta-analysis of observational studies,"Atieh Mirzababaei, Elnaz Daneshzad, Sajjad Moradi, Faezeh Abaj, Sanaz Mehranfar, Omid Asbaghi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Khadijeh Mirzaei",2022-01-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-urinary-metabolites-of-polycyclic-aromati
232,"The association of appetite and hormones (leptin, ghrelin, and Insulin) with resting metabolic rate in overweight/ obese women: a case–control study","Sara Hajishizari, Hossein Imani, Sanaz Mehranfar, Mir Saeed Yekaninejad, Atieh Mirzababaei, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Khadijeh Mirzaei",2022-12-01,https://pureportal.coventry.ac.uk/en/publications/the-association-of-appetite-and-hormones-leptin-ghrelin-and-insul
233,The association of Carbohydrate Quality Index with cardiovascular disease risk factors among women with overweight and obesity: A cross-sectional study,"Darya Khosravinia, Farideh Shiraseb, Atieh Mirzababaei, Shahin Jamili, Elnaz Daneshzad, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Khadijeh Mirzaei",8 Sept 2022,https://pureportal.coventry.ac.uk/en/publications/the-association-of-carbohydrate-quality-index-with-cardiovascular
234,The association of dietary acid load with resting metabolic rate and metabolic components in overweight and obese women: A cross sectional study,"Atieh Mirzababaei, Farideh Shiraseb, Leila Setayesh, Atefeh Tavakoli, Elnaz Daneshzad, Faezeh Abaj, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Khadijeh Mirzaei",2022-02-01,https://pureportal.coventry.ac.uk/en/publications/the-association-of-dietary-acid-load-with-resting-metabolic-rate-
235,"The Association of Inflammatory Markers, IL-1α and TGF-β, with Dietary Insulin Load and Dietary Insulin Index in Overweight and Obese Women with Healthy and Unhealthy Metabolic Phenotypes: A Cross-Sectional Study","Sahar Noori, Atieh Mirzababaei, Farideh Shiraseb, Reza Bagheri, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Alexei Wong, Katsuhiko Suzuki, Khadijeh Mirzaei",2022-10-13,https://pureportal.coventry.ac.uk/en/publications/the-association-of-inflammatory-markers-il-1%CE%B1-and-tgf-%CE%B2-with-diet
236,The association of meal glycemic index/load with quantitative and qualitative indicators of sleep: a systematic review,"Ehsan Amiri-Ardekani, Asma Kazemi, Najmeh Sasani, Francesco Fanfulla, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C Clark</span></a>",2022-12-01,https://pureportal.coventry.ac.uk/en/publications/the-association-of-meal-glycemic-indexload-with-quantitative-and-
237,"The burden of injury in Central, Eastern, and Western European sub-region: a systematic analysis from the Global Burden of Disease 2019 Study","Juanita A. Haagsma, Periklis Charalampous, Filippo Ariani, Anne Gallay, Kim Moesgaard Iburg, Evangelia Nena, Che Henry Ngwa, Alexander Rommel, Ausra Zelviene, Kedir Hussein Abegaz, Hanadi Al Hamad, Luciana Albano, Catalina Liliana Andrei, Tudorel Andrei, Ippazio Cosimo Antonazzo, Olatunde Aremu, Ashokan Arumugam, Alok Atreya, Avinash Aujayeb, Jose Luis Ayuso-Mateos<span class=""common_hidden publication_authors_full_inline_list"">Luchuo Engelbert Bain, Maciej Banach, Till Winfried Bärnighausen, Francesco Barone-Adesi, Massimiliano Beghi, Derrick A. Bennett, Akshaya S. Bhagavathula, Félix Carvalho, Giulio Castelpietra, Ledda Caterina, Joht Singh Chandan, Rosa A.S. Couto, Natália Cruz-Martins, Giovanni Damiani, Anna Dastiridou, Andreas K. Demetriades, Diana Dias-da-Silva, Adeniyi Francis Fagbamigbe, Seyed Mohammad Fereshtehnejad, Eduarda Fernandes, Pietro Ferrara, Florian Fischer, Urbano Fra.Paleo, Silvia Ghirini, James C. Glasbey, Ionela Roxana Glavan, Nelson G.M. Gomes, Michal Grivna, Netanja I. Harlianto, Josep Maria Haro, M. Tasdik Hasan, Sorin Hostiuc, Ivo Iavicoli, Milena D. Ilic, Irena M. Ilic, Mihajlo Jakovljevic, Jost B. Jonas, Jacek Jerzy Jozwiak, Mikk Jürisson, Joonas H. Kauppila, Gbenga A. Kayode, Moien A.B. Khan, Adnan Kisa, Sezer Kisa, Ai Koyanagi, Manasi Kumar, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/om-kurmi"" rel=""Person""><span>Om P. Kurmi</span></a>, Carlo La-Vecchia, Demetris Lamnisos, Savita Lasrado, Paolo Lauriola, Shai Linn, Joana A. Loureiro, Raimundas Lunevicius, Aurea Madureira-Carvalho, Enkeleint A. Mechili, Azeem Majeed, Ritesh G. Menezes, Alexios Fotios A. Mentis, Atte Meretoja, Tomislav Mestrovic, Tomasz Miazgowski, Bartosz Miazgowski, Andreea Mirica, Mariam Molokhia, Shafiu Mohammed, Lorenzo Monasta, Francesk Mulita, Mukhammad David Naimzada, Ionut Negoi, Subas Neupane, Bogdan Oancea, Hans Orru, Adrian Otoiu, Nikita Otstavnov, Stanislav S. Otstavnov, Alicia Padron-Monedero, Songhomitra Panda-Jonas, Shahina Pardhan, Jay Patel, Paolo Pedersini, Marina Pinheiro, Ivo Rakovac, Chythra R. Rao, Salman Rawaf, David Laith Rawaf, Violet Rodrigues, Luca Ronfani, Dominic Sagoe, Francesco Sanmarchi, Milena M. Santric-Milicevic, Brijesh Sathian, Aziz Sheikh, Rahman Shiri, Siddharudha Shivalli, Inga Dora Sigfusdottir, Rannveig Sigurvinsdottir, Valentin Yurievich Skryabin, Anna Aleksandrovna Skryabina, Catalin Gabriel Smarandache, Bogdan Socea, Raúl A.R.C. Sousa, Paschalis Steiropoulos, Rafael Tabarés-Seisdedos, Marcos Roberto Tovani-Palone, Fimka Tozija, Sarah Van de Velde, Tommi Juhani Vasankari, Massimiliano Veroux, Francesco S. Violante, Vasiliy Vlassov, Yanzhong Wang, Ali Yadollahpour, Sanni Yaya, Mikhail Sergeevich Zastrozhin, Anasthasia Zastrozhina, Suzanne Polinder, Marek Majdan</span><button aria-expanded="""" aria-label=""Show all related authors"" aria-pressed="""" class=""author-link btn show"" data-customdata=""Author list shown, click to hide author list""><span>Show 118 more</span></button><button aria-expanded="""" aria-label=""Hide all related authors"" aria-pressed="""" class=""author-link btn hide"" data-customdata=""Authors list hidden, click to show author list""><span>Show less</span></button>",2022-05-20,https://pureportal.coventry.ac.uk/en/publications/the-burden-of-injury-in-central-eastern-and-western-european-sub-
238,The development of the Religious Health Interventions in Behavioural Science (RHIBS) Taxonomy: a scientific classification of religious practices in health,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/riya-patel"" rel=""Person""><span>Riya Patel</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jonathan-jong"" rel=""Person""><span>Jonathan Jong</span></a>, Everett L Worthington, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/deborah-lycett"" rel=""Person""><span>Deborah Lycett</span></a>",2022-10-01,https://pureportal.coventry.ac.uk/en/publications/the-development-of-the-religious-health-interventions-in-behaviou
239,The effectiveness of nutritional interventions on COVID-19 outcomes: A protocol for systematic review and meta-analysis,"Azam Doustmohammadian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Maryam Amini",2022-06-01,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-nutritional-interventions-on-covid-19-outcom
240,The effect of 8 weeks of combined interval (resistance-interval training) and combined endurance (endurance-resistance training) on plasma levels of adropin and nitric oxide in males with high blood pressure,"Maryam Salmanpour, Rahman Soori, Cyrine H’mida, Jamel Halouani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain T. Clarck</span></a>, Parisa Pournemati, Sajjad Mohammad Yari, Khaled Trabelsi, Achraf Ammar, Hamdi Chtourou, Morteza Taheri",2022-12-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-8weeks-of-combined-interval-resistance-interval-tra
